ハチ発生	松戸市旭町1丁目	35.81419	139.90152	4	80
ハチ発生	松戸市栄町1丁目	35.797062	139.9021	2	40
ハチ発生	松戸市栄町2丁目	35.800308	139.903915	3	60
ハチ発生	松戸市栄町3丁目	35.802399	139.904892	5	100
ハチ発生	松戸市栄町4丁目	35.802685	139.903793	1	20
ハチ発生	松戸市栄町5丁目	35.80629	139.903763	2	40
ハチ発生	松戸市栄町6丁目	35.805508	139.906693	3	60
ハチ発生	松戸市栄町7丁目	35.809204	139.907608	4	80
ハチ発生	松戸市栄町8丁目	35.810379	139.903442	2	40
ハチ発生	松戸市栄町西1丁目	35.806877	139.895584	3	60
ハチ発生	松戸市栄町西2丁目	35.809231	139.901566	2	40
ハチ発生	松戸市栄町西3丁目	35.811398	139.901047	19	380
ハチ発生	松戸市栄町西4丁目	35.809734	139.894196	6	120
ハチ発生	松戸市栄町西5丁目	35.806908	139.892075	3	60
ハチ発生	松戸市横須賀1丁目	35.835499	139.914856	1	20
ハチ発生	松戸市横須賀2丁目	35.835651	139.910233	2	40
ハチ発生	松戸市下矢切	35.761463	139.891205	21	420
ハチ発生	松戸市河原塚	35.78492	139.941895	26	520
ハチ発生	松戸市岩瀬	35.783627	139.905563	20	400
ハチ発生	松戸市吉井町	35.790401	139.906708	6	120
ハチ発生	松戸市久保平賀	35.826893	139.938263	4	80
ハチ発生	松戸市金ヶ作	35.806942	139.955917	37	740
ハチ発生	松戸市串崎新田	35.776939	139.976837	7	140
ハチ発生	松戸市串崎南町	35.776878	139.961304	4	80
ハチ発生	松戸市栗ヶ沢	35.811188	139.954254	10	200
ハチ発生	松戸市栗山	35.75547	139.895996	10	200
ハチ発生	松戸市古ヶ崎	35.8009	139.896988	15	300
ハチ発生	松戸市古ヶ崎1丁目	35.795525	139.895935	6	120
ハチ発生	松戸市古ヶ崎2丁目	35.794586	139.898834	16	320
ハチ発生	松戸市古ヶ崎3丁目	35.799263	139.896683	8	160
ハチ発生	松戸市古ヶ崎4丁目	35.803268	139.901138	12	240
ハチ発生	松戸市胡録台	35.784344	139.913116	7	140
ハチ発生	松戸市五香1丁目	35.794865	139.968353	3	60
ハチ発生	松戸市五香2丁目	35.796207	139.97113	10	200
ハチ発生	松戸市五香3丁目	35.795547	139.975433	2	40
ハチ発生	松戸市五香4丁目	35.794201	139.978806	5	100
ハチ発生	松戸市五香6丁目	35.800514	139.968307	6	120
ハチ発生	松戸市五香7丁目	35.799057	139.971603	4	80
ハチ発生	松戸市五香8丁目	35.79784	139.978058	2	40
ハチ発生	松戸市五香西1丁目	35.792358	139.968018	3	60
ハチ発生	松戸市五香西2丁目	35.792137	139.963989	8	160
ハチ発生	松戸市五香西3丁目	35.791538	139.961456	2	40
ハチ発生	松戸市五香西4丁目	35.787609	139.959869	4	80
ハチ発生	松戸市五香西5丁目	35.78738	139.952621	1	20
ハチ発生	松戸市五香西6丁目	35.789886	139.955383	8	160
ハチ発生	松戸市五香南2丁目	35.791824	139.97612	1	20
ハチ発生	松戸市五香南3丁目	35.789436	139.978043	2	40
ハチ発生	松戸市五香六実	35.790695	139.98053	2	40
ハチ発生	松戸市幸谷	35.823879	139.924545	4	80
ハチ発生	松戸市幸田2丁目	35.846043	139.92366	4	80
ハチ発生	松戸市幸田3丁目	35.846519	139.927094	3	60
ハチ発生	松戸市幸田4丁目	35.844425	139.926529	1	20
ハチ発生	松戸市幸田5丁目	35.843704	139.929184	11	220
ハチ発生	松戸市高塚新田	35.760593	139.936768	31	620
ハチ発生	松戸市高柳新田	35.804543	139.986816	1	20
ハチ発生	松戸市根本	35.789371	139.900864	18	360
ハチ発生	松戸市根木内	35.831013	139.943039	22	440
ハチ発生	松戸市三ヶ月	35.818001	139.922211	6	120
ハチ発生	松戸市三矢小台1丁目	35.761631	139.902206	1	20
ハチ発生	松戸市三矢小台2丁目	35.764343	139.901428	1	20
ハチ発生	松戸市三矢小台3丁目	35.766125	139.901703	5	100
ハチ発生	松戸市三矢小台4丁目	35.768364	139.902634	5	100
ハチ発生	松戸市三矢小台5丁目	35.77137	139.901794	1	20
ハチ発生	松戸市紙敷	35.772881	139.938095	21	420
ハチ発生	松戸市紙敷2丁目	35.775589	139.951981	1	20
ハチ発生	松戸市紙敷3丁目	35.772186	139.951569	4	80
ハチ発生	松戸市七右衛門新田	35.826805	139.89357	3	60
ハチ発生	松戸市主水新田	35.821224	139.894531	1	20
ハチ発生	松戸市秋山	35.763561	139.926712	24	480
ハチ発生	松戸市小金	35.829178	139.929138	9	180
ハチ発生	松戸市小金きよしヶ丘1丁目	35.833118	139.933853	5	100
ハチ発生	松戸市小金きよしヶ丘2丁目	35.83094	139.935272	2	40
ハチ発生	松戸市小金きよしヶ丘3丁目	35.828026	139.934891	1	20
ハチ発生	松戸市小金きよしヶ丘4丁目	35.826183	139.935867	1	20
ハチ発生	松戸市小金原1丁目	35.825211	139.939926	2	40
ハチ発生	松戸市小金原2丁目	35.825142	139.946457	6	120
ハチ発生	松戸市小金原3丁目	35.822041	139.948425	11	220
ハチ発生	松戸市小金原4丁目	35.821434	139.939011	4	80
ハチ発生	松戸市小金原5丁目	35.818096	139.940399	17	340
ハチ発生	松戸市小金原6丁目	35.81908	139.948776	14	280
ハチ発生	松戸市小金原7丁目	35.815975	139.949188	10	200
ハチ発生	松戸市小金原8丁目	35.814377	139.941605	7	140
ハチ発生	松戸市小金原9丁目	35.811172	139.944977	13	260
ハチ発生	松戸市小金上総町	35.82645	139.929871	5	100
ハチ発生	松戸市小金清志町1丁目	35.824871	139.928635	1	20
ハチ発生	松戸市小根本	35.788059	139.907166	10	200
ハチ発生	松戸市小山	35.774776	139.893555	18	360
ハチ発生	松戸市松戸	35.777515	139.901764	77	1,540
ハチ発生	松戸市松戸新田	35.791309	139.925949	42	840
ハチ発生	松戸市松飛台	35.783428	139.961395	25	500
ハチ発生	松戸市上本郷	35.801361	139.907257	52	1,040
ハチ発生	松戸市上矢切	35.768967	139.890717	33	660
ハチ発生	松戸市常盤平1丁目	35.803951	139.948669	3	60
ハチ発生	松戸市常盤平2丁目	35.80085	139.948364	10	200
ハチ発生	松戸市常盤平3丁目	35.801414	139.953873	16	320
ハチ発生	松戸市常盤平4丁目	35.79969	139.95929	10	200
ハチ発生	松戸市常盤平5丁目	35.797047	139.963806	7	140
ハチ発生	松戸市常盤平6丁目	35.79631	139.958221	9	180
ハチ発生	松戸市常盤平7丁目	35.797356	139.952637	9	180
ハチ発生	松戸市常盤平松葉町	35.795242	139.945297	1	20
ハチ発生	松戸市常盤平陣屋前	35.794289	139.940613	4	80
ハチ発生	松戸市常盤平西窪町	35.797619	139.943436	4	80
ハチ発生	松戸市常盤平双葉町	35.796394	139.948273	3	60
ハチ発生	松戸市常盤平柳町	35.793598	139.94603	4	80
ハチ発生	松戸市新作	35.805042	139.919159	20	400
ハチ発生	松戸市新松戸1丁目	35.828384	139.921494	2	40
ハチ発生	松戸市新松戸2丁目	35.823967	139.919861	2	40
ハチ発生	松戸市新松戸3丁目	35.825279	139.914948	4	80
ハチ発生	松戸市新松戸4丁目	35.827579	139.914612	9	180
ハチ発生	松戸市新松戸5丁目	35.828941	139.910248	11	220
ハチ発生	松戸市新松戸6丁目	35.82618	139.910187	9	180
ハチ発生	松戸市新松戸7丁目	35.831238	139.904449	8	160
ハチ発生	松戸市新松戸東	35.828426	139.923645	3	60
ハチ発生	松戸市新松戸南1丁目	35.820126	139.914825	3	60
ハチ発生	松戸市新松戸南2丁目	35.820385	139.910309	4	80
ハチ発生	松戸市新松戸南3丁目	35.820503	139.905975	4	80
ハチ発生	松戸市新松戸北1丁目	35.830688	139.917694	3	60
ハチ発生	松戸市新松戸北2丁目	35.830891	139.913788	6	120
ハチ発生	松戸市西馬橋1丁目	35.817036	139.915833	5	100
ハチ発生	松戸市西馬橋2丁目	35.818233	139.91066	2	40
ハチ発生	松戸市西馬橋3丁目	35.816147	139.91098	7	140
ハチ発生	松戸市西馬橋4丁目	35.816914	139.90506	4	80
ハチ発生	松戸市西馬橋5丁目	35.813801	139.90416	4	80
ハチ発生	松戸市西馬橋広手町	35.813137	139.908783	1	20
ハチ発生	松戸市西馬橋相川町	35.814522	139.909027	2	40
ハチ発生	松戸市西馬橋蔵元町	35.813393	139.914505	7	140
ハチ発生	松戸市千駄堀	35.801605	139.934128	28	560
ハチ発生	松戸市大橋	35.767879	139.916992	22	440
ハチ発生	松戸市大金平1丁目	35.834724	139.925888	2	40
ハチ発生	松戸市大金平4丁目	35.837242	139.917496	3	60
ハチ発生	松戸市大金平5丁目	35.839184	139.919205	1	20
ハチ発生	松戸市大谷口	35.834053	139.922318	11	220
ハチ発生	松戸市竹ヶ花	35.792816	139.903915	3	60
ハチ発生	松戸市竹ヶ花西町	35.793259	139.902161	2	40
ハチ発生	松戸市中金杉	35.840965	139.925583	1	20
ハチ発生	松戸市中金杉1丁目	35.841522	139.923859	3	60
ハチ発生	松戸市中金杉3丁目	35.839039	139.923798	4	80
ハチ発生	松戸市中金杉4丁目	35.840832	139.920654	4	80
ハチ発生	松戸市中金杉5丁目	35.843006	139.920502	2	40
ハチ発生	松戸市中根	35.807262	139.918182	6	120
ハチ発生	松戸市中根長津町	35.809998	139.912598	1	20
ハチ発生	松戸市中矢切	35.76506	139.890472	5	100
ハチ発生	松戸市中和倉	35.804211	139.924347	25	500
ハチ発生	松戸市仲井町1丁目	35.790188	139.92012	6	120
ハチ発生	松戸市仲井町2丁目	35.789021	139.91835	3	60
ハチ発生	松戸市仲井町3丁目	35.7878	139.917343	4	80
ハチ発生	松戸市殿平賀	35.837502	139.927231	8	160
ハチ発生	松戸市東松戸1丁目	35.7729508	139.9419393	2	40
ハチ発生	松戸市東松戸2丁目	35.7704403	139.9444548	1	20
ハチ発生	松戸市東松戸3丁目	35.7706273	139.9385406	2	40
ハチ発生	松戸市東松戸4丁目	35.7739031	139.935792	1	20
ハチ発生	松戸市東平賀	35.837643	139.93338	28	560
ハチ発生	松戸市南花島1丁目	35.790764	139.914749	3	60
ハチ発生	松戸市南花島3丁目	35.788513	139.912643	4	80
ハチ発生	松戸市南花島4丁目	35.789669	139.909485	3	60
ハチ発生	松戸市二ツ木	35.821491	139.928177	17	340
ハチ発生	松戸市二ツ木二葉町	35.821796	139.935501	2	40
ハチ発生	松戸市二十世紀が丘柿の木町	35.771858	139.905609	3	60
ハチ発生	松戸市二十世紀が丘中松町	35.771461	139.91095	3	60
ハチ発生	松戸市二十世紀が丘萩町	35.769814	139.906601	2	40
ハチ発生	松戸市二十世紀が丘美野里町	35.773575	139.910278	7	140
ハチ発生	松戸市二十世紀が丘梨元町	35.771229	139.91539	2	40
ハチ発生	松戸市日暮1丁目	35.791012	139.938705	2	40
ハチ発生	松戸市日暮3丁目	35.789581	139.936172	5	100
ハチ発生	松戸市日暮4丁目	35.786877	139.938065	2	40
ハチ発生	松戸市日暮5丁目	35.789604	139.940674	4	80
ハチ発生	松戸市日暮6丁目	35.790672	139.944	2	40
ハチ発生	松戸市日暮7丁目	35.788227	139.944061	5	100
ハチ発生	松戸市日暮8丁目	35.784779	139.938293	6	120
ハチ発生	松戸市馬橋	35.811863	139.918777	14	280
ハチ発生	松戸市八ヶ崎1丁目	35.819798	139.934738	13	260
ハチ発生	松戸市八ヶ崎2丁目	35.816925	139.933289	6	120
ハチ発生	松戸市八ヶ崎3丁目	35.81374	139.935257	14	280
ハチ発生	松戸市八ヶ崎4丁目	35.810848	139.938934	10	200
ハチ発生	松戸市八ヶ崎5丁目	35.808716	139.935379	11	220
ハチ発生	松戸市八ヶ崎6丁目	35.808132	139.929291	15	300
ハチ発生	松戸市八ヶ崎7丁目	35.811119	139.928406	4	80
ハチ発生	松戸市八ヶ崎8丁目	35.814297	139.926743	2	40
ハチ発生	松戸市八ヶ崎緑町	35.816536	139.928864	4	80
ハチ発生	松戸市樋野口	35.790134	139.894623	4	80
ハチ発生	松戸市平賀	35.841846	139.931564	1	20
ハチ発生	松戸市北松戸1丁目	35.802315	139.912735	3	60
ハチ発生	松戸市北松戸2丁目	35.800159	139.914795	6	120
ハチ発生	松戸市北松戸3丁目	35.801357	139.915878	4	80
ハチ発生	松戸市牧の原	35.792347	139.955338	9	180
ハチ発生	松戸市牧の原1丁目	35.791592	139.948578	3	60
ハチ発生	松戸市牧の原2丁目	35.789516	139.94986	10	200
ハチ発生	松戸市牧の原7丁目	35.790356	139.957642	1	20
ハチ発生	松戸市本町	35.78548	139.898575	17	340
ハチ発生	松戸市稔台	35.785198	139.929352	4	80
ハチ発生	松戸市稔台1丁目	35.787495	139.933029	7	140
ハチ発生	松戸市稔台2丁目	35.785065	139.933456	17	340
ハチ発生	松戸市稔台3丁目	35.781879	139.933105	13	260
ハチ発生	松戸市稔台4丁目	35.779411	139.933395	3	60
ハチ発生	松戸市稔台5丁目	35.781673	139.927917	2	40
ハチ発生	松戸市稔台6丁目	35.784184	139.924744	3	60
ハチ発生	松戸市稔台7丁目	35.785698	139.928558	7	140
ハチ発生	松戸市稔台8丁目	35.786583	139.922852	5	100
ハチ発生	松戸市野菊野	35.779766	139.913574	1	20
ハチ発生	松戸市緑ヶ丘2丁目	35.787003	139.915421	1	20
ハチ発生	松戸市六高台1丁目	35.795322	139.9841	3	60
ハチ発生	松戸市六高台2丁目	35.795311	139.988647	4	80
ハチ発生	松戸市六高台3丁目	35.797577	139.987457	3	60
ハチ発生	松戸市六高台4丁目	35.798344	139.992035	2	40
ハチ発生	松戸市六高台5丁目	35.801075	139.994492	2	40
ハチ発生	松戸市六高台6丁目	35.801502	139.988861	1	20
ハチ発生	松戸市六高台8丁目	35.799366	139.982101	4	80
ハチ発生	松戸市六高台西	35.799286	139.980286	1	20
ハチ発生	松戸市六実1丁目	35.792072	139.988602	3	60
ハチ発生	松戸市六実2丁目	35.79137	139.994156	8	160
ハチ発生	松戸市六実3丁目	35.791981	139.996536	8	160
ハチ発生	松戸市六実4丁目	35.792583	139.99852	1	20
ハチ発生	松戸市六実6丁目	35.795719	139.996414	5	100
ハチ発生	松戸市六実7丁目	35.793888	139.991745	3	60
ハチ発生	松戸市和名ヶ谷	35.776794	139.922424	24	480